gene_callers_id	source	accession	function	e_value
8518	KOfam	K01823	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	6.9e-13
10424	KOfam	K02443	glycerol uptake operon antiterminator	7.5e-50
11083	KOfam	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1.2e-99
9161	KOfam	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	4e-93
8710	KOfam	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	3.3e-75
10107	KOfam	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	4.1e-57
11018	KOfam	K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	5.3e-212
10093	KOfam	K19710	ATP adenylyltransferase [EC:2.7.7.53]	2.1e-67
9647	KOfam	K04027	ethanolamine utilization protein EutM	2.5e-43
9288	KOfam	K10907	aminotransferase [EC:2.6.1.-]	4e-165
11170	KOfam	K00282	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	3.4e-172
10847	KOfam	K11600	exosome complex component RRP41	1.2e-100
8471	KOfam	K07738	transcriptional repressor NrdR	1.8e-58
10206	KOfam	K02867	large subunit ribosomal protein L11	1.6e-46
8752	KOfam	K07089	uncharacterized protein	5.3e-76
10401	KOfam	K03402	transcriptional regulator of arginine metabolism	9.1e-51
10037	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	4.8e-157
10525	KOfam	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	1.2e-111
8580	KOfam	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	1.3e-110
9035	KOfam	K02907	large subunit ribosomal protein L30	2.5e-16
10260	KOfam	K24042	methionine synthase / methylenetetrahydrofolate reductase(NADPH) [EC:2.1.1.13 1.5.1.20]	3.4e-216
9105	KOfam	K07466	replication factor A1	5.6e-42
8825	KOfam	K07300	Ca2+:H+ antiporter	5.1e-100
9243	KOfam	K03628	transcription termination factor Rho	4.8e-227
11198	KOfam	K03628	transcription termination factor Rho	1.2e-129
10651	KOfam	K03628	transcription termination factor Rho	9.9e-64
10340	KOfam	K06988	8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	2.2e-53
10262	KOfam	K08972	putative membrane protein	2.4e-25
10128	KOfam	K08972	putative membrane protein	1e-07
10715	KOfam	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	5.4e-109
10458	KOfam	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	9.6e-95
10131	KOfam	K02283	pilus assembly protein CpaF [EC:7.4.2.8]	7.1e-190
10940	KOfam	K02283	pilus assembly protein CpaF [EC:7.4.2.8]	1.5e-189
8622	KOfam	K02283	pilus assembly protein CpaF [EC:7.4.2.8]	1.4e-186
10313	KOfam	K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	3e-68
10433	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	4.4e-90
10895	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	2.9e-86
9862	KOfam	K01775	alanine racemase [EC:5.1.1.1]	9.1e-122
8949	KOfam	K01775	alanine racemase [EC:5.1.1.1]	5.8e-117
9842	KOfam	K01775	alanine racemase [EC:5.1.1.1]	1.8e-88
10388	KOfam	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	6.3e-196
9681	KOfam	K00443	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]	2.2e-92
10581	KOfam	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	2.6e-86
10687	KOfam	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	1.5e-75
10667	KOfam	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	6.8e-69
9806	KOfam	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	4.4e-58
10882	KOfam	K06218	mRNA interferase RelE/StbE	1.1e-17
8460	KOfam	K02056	simple sugar transport system ATP-binding protein [EC:7.5.2.-]	1.7e-191
10604	KOfam	K02056	simple sugar transport system ATP-binding protein [EC:7.5.2.-]	2.7e-191
9394	KOfam	K02056	simple sugar transport system ATP-binding protein [EC:7.5.2.-]	4.3e-173
11079	KOfam	K02056	simple sugar transport system ATP-binding protein [EC:7.5.2.-]	7e-169
10451	KOfam	K01239	purine nucleosidase [EC:3.2.2.1]	2.2e-34
10296	KOfam	K09117	uncharacterized protein	3.4e-48
9026	KOfam	K17329	N,N'-diacetylchitobiose transport system substrate-binding protein	1.9e-121
10170	KOfam	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	1.6e-50
8610	KOfam	K02863	large subunit ribosomal protein L1	7.3e-90
10205	KOfam	K02863	large subunit ribosomal protein L1	6.6e-41
9864	KOfam	K02863	large subunit ribosomal protein L1	3.1e-38
11051	KOfam	K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	1.8e-89
10724	KOfam	K02122	V/A-type H+/Na+-transporting ATPase subunit F	2e-24
10069	KOfam	K02122	V/A-type H+/Na+-transporting ATPase subunit F	1.6e-21
11009	KOfam	K02122	V/A-type H+/Na+-transporting ATPase subunit F	1.1e-20
9954	KOfam	K09705	uncharacterized protein	6.6e-60
8772	KOfam	K02888	large subunit ribosomal protein L21	7.1e-44
10129	KOfam	K13985	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]	6.3e-40
8480	KOfam	K10917	PadR family transcriptional regulator, regulatory protein AphA	1.5e-37
9336	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	6.1e-96
10889	KOfam	K07502	uncharacterized protein	1.5e-95
9973	KOfam	K07502	uncharacterized protein	1.3e-75
11115	KOfam	K07502	uncharacterized protein	4.6e-61
9021	KOfam	K01601	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	3.1e-137
10795	KOfam	K07270	glycosyl transferase, family 25	2.3e-22
9733	KOfam	K03980	putative peptidoglycan lipid II flippase	9e-110
10402	KOfam	K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	3.2e-99
9981	KOfam	K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	1.5e-84
9971	KOfam	K10725	archaeal cell division control protein 6	3.6e-188
11208	KOfam	K06147	ATP-binding cassette, subfamily B, bacterial	5.5e-220
11209	KOfam	K06147	ATP-binding cassette, subfamily B, bacterial	4e-186
10463	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	2.8e-94
9347	KOfam	K02651	pilus assembly protein Flp/PilA	1.9e-09
9346	KOfam	K02651	pilus assembly protein Flp/PilA	9.3e-09
10720	KOfam	K02123	V/A-type H+/Na+-transporting ATPase subunit I	2e-144
9029	KOfam	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	1.5e-172
8628	KOfam	K13953	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	1.7e-103
8660	KOfam	K00091	dihydroflavonol-4-reductase [EC:1.1.1.219]	9.4e-86
9034	KOfam	K02876	large subunit ribosomal protein L15	2.5e-58
9068	KOfam	K00640	serine O-acetyltransferase [EC:2.3.1.30]	6.4e-92
8577	KOfam	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	7.3e-37
10528	KOfam	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	6.8e-29
8875	KOfam	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	8.7e-26
10105	KOfam	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	6.7e-49
11192	KOfam	K02916	large subunit ribosomal protein L35	1.3e-13
9304	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1.3e-100
9331	KOfam	K01990	ABC-2 type transport system ATP-binding protein	7.6e-96
10642	KOfam	K01990	ABC-2 type transport system ATP-binding protein	7.8e-93
10972	KOfam	K01990	ABC-2 type transport system ATP-binding protein	3.3e-90
9724	KOfam	K01990	ABC-2 type transport system ATP-binding protein	9.7e-90
9637	KOfam	K01990	ABC-2 type transport system ATP-binding protein	4.5e-88
11245	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1.8e-79
10580	KOfam	K00330	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	3.8e-52
8988	KOfam	K00330	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	5.2e-43
8919	KOfam	K03639	GTP 3',8-cyclase [EC:4.1.99.22]	6.3e-66
10896	KOfam	K07305	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	5.6e-68
9194	KOfam	K03605	hydrogenase maturation protease [EC:3.4.23.-]	1.2e-48
10521	KOfam	K03605	hydrogenase maturation protease [EC:3.4.23.-]	6.4e-36
9704	KOfam	K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	4.1e-91
10113	KOfam	K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	1.6e-59
8491	KOfam	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	1e-146
11187	KOfam	K02282	pilus assembly protein CpaE	7.5e-83
9602	KOfam	K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	2.8e-131
10716	KOfam	K23264	phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]	3.5e-26
10457	KOfam	K23264	phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]	1.5e-21
10872	KOfam	K21471	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	2.8e-62
10863	KOfam	K06958	RNase adapter protein RapZ	3.2e-102
10807	KOfam	K03820	apolipoprotein N-acyltransferase [EC:2.3.1.269]	4.7e-131
10078	KOfam	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	5.1e-116
10668	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	2.6e-192
8468	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	1.8e-77
10110	KOfam	K02519	translation initiation factor IF-2	2.2e-131
10527	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	9.6e-163
10526	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	8.6e-148
8578	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	3.2e-144
9708	KOfam	K01992	ABC-2 type transport system permease protein	5.9e-06
9723	KOfam	K01992	ABC-2 type transport system permease protein	0.00039
9303	KOfam	K01992	ABC-2 type transport system permease protein	0.00039
9683	KOfam	K00440	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	1.8e-125
9907	KOfam	K03388	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	2.6e-302
10517	KOfam	K03388	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	1.8e-278
8673	KOfam	K00859	dephospho-CoA kinase [EC:2.7.1.24]	3.8e-67
9179	KOfam	K00859	dephospho-CoA kinase [EC:2.7.1.24]	1.7e-51
8977	KOfam	K02874	large subunit ribosomal protein L14	2.6e-50
8587	KOfam	K23886	CDGSH iron-sulfur domain-containing protein 3	2.6e-19
8908	KOfam	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	1e-78
8615	KOfam	K13010	perosamine synthetase [EC:2.6.1.102]	2.3e-134
10722	KOfam	K02121	V/A-type H+/Na+-transporting ATPase subunit E	2.1e-30
11011	KOfam	K02121	V/A-type H+/Na+-transporting ATPase subunit E	4.4e-29
10167	KOfam	K05896	segregation and condensation protein A	7.6e-51
9297	KOfam	K05896	segregation and condensation protein A	7.4e-32
10046	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	1.4e-58
8852	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	2.2e-237
8773	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	2.8e-232
9629	KOfam	K01170	tRNA-intron endonuclease, archaea type [EC:4.6.1.16]	2.5e-85
10685	KOfam	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	0
9003	KOfam	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	1.7e-274
10566	KOfam	K04034	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]	1.7e-104
8508	KOfam	K08169	MFS transporter, DHA2 family, multidrug resistance protein	1.8e-118
10169	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	1.1e-81
8992	KOfam	K03799	heat shock protein HtpX [EC:3.4.24.-]	3.8e-87
9591	KOfam	K01818	L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]	2.3e-164
9686	KOfam	K13993	HSP20 family protein	6.3e-35
9312	KOfam	K13993	HSP20 family protein	4.2e-29
9111	KOfam	K13993	HSP20 family protein	1.3e-27
9148	KOfam	K03558	membrane protein required for colicin V production	3.7e-15
8955	KOfam	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	5.9e-30
10727	KOfam	K02120	V/A-type H+/Na+-transporting ATPase subunit D	9.4e-61
9577	KOfam	K07058	membrane protein	9.4e-37
10663	KOfam	K07064	uncharacterized protein	5e-17
8778	KOfam	K02040	phosphate transport system substrate-binding protein	2.3e-63
10586	KOfam	K02040	phosphate transport system substrate-binding protein	4e-46
8560	KOfam	K22390	acid phosphatase type 7	9.6e-60
9441	KOfam	K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	8.6e-116
10323	KOfam	K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	5.1e-83
10161	KOfam	K00858	NAD+ kinase [EC:2.7.1.23]	5.5e-63
9680	KOfam	K00441	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	1.6e-83
10583	KOfam	K00333	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	1.2e-156
10040	KOfam	K09471	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	1.1e-119
10168	KOfam	K06024	segregation and condensation protein B	1.2e-58
8490	KOfam	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	1.3e-62
11216	KOfam	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	2.4e-60
8470	KOfam	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	8.1e-55
8932	KOfam	K02518	translation initiation factor IF-1	2.4e-45
8895	KOfam	K01777	proline racemase [EC:5.1.1.4]	2.9e-131
9520	KOfam	K04800	replication factor C large subunit	9.2e-142
10174	KOfam	K21302	phosphatidylinositol-3-phosphatase [EC:3.1.3.64]	2.8e-95
9475	KOfam	K21302	phosphatidylinositol-3-phosphatase [EC:3.1.3.64]	1.8e-76
10077	KOfam	K01937	CTP synthase [EC:6.3.4.2]	1.3e-238
10717	KOfam	K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	6.1e-120
8866	KOfam	K21417	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]	2.6e-159
9744	KOfam	K21417	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]	1.6e-142
10226	KOfam	K04654	hydrogenase expression/formation protein HypD	6.1e-146
9119	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	9e-32
11223	KOfam	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	2.7e-64
9069	KOfam	K01738	cysteine synthase [EC:2.5.1.47]	7.8e-148
9845	KOfam	K01738	cysteine synthase [EC:2.5.1.47]	1.5e-131
10698	KOfam	K00340	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	6.4e-36
8742	KOfam	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	1.7e-119
10459	KOfam	K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	6.2e-154
9940	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	2.7e-73
10508	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	1.1e-70
8637	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	2.6e-55
9515	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	2.9e-55
9107	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	1.5e-53
9191	KOfam	K06282	hydrogenase small subunit [EC:1.12.99.6]	7e-127
9157	KOfam	K22452	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	7.6e-31
11023	KOfam	K02796	mannose PTS system EIID component	1.4e-117
10080	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	8.4e-114
10731	KOfam	K14645	serine protease [EC:3.4.21.-]	7.6e-98
9026	KOfam	K02027	multiple sugar transport system substrate-binding protein	9.3e-61
10589	KOfam	K12234	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]	4.5e-92
10275	KOfam	K12234	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]	5e-91
9110	KOfam	K12234	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]	7.2e-80
9620	KOfam	K02033	peptide/nickel transport system permease protein	1.8e-116
8846	KOfam	K01512	acylphosphatase [EC:3.6.1.7]	1.4e-24
8865	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	3.2e-40
10302	KOfam	K11891	type VI secretion system protein ImpL	6.2e-184
10739	KOfam	K09748	ribosome maturation factor RimP	1.2e-40
9426	KOfam	K03932	polyhydroxybutyrate depolymerase	3.2e-80
11058	KOfam	K22042	ArsR family transcriptional regulator, virulence genes transcriptional regulator	7.7e-29
9601	KOfam	K06862	energy-converting hydrogenase B subunit Q	5.7e-98
10243	KOfam	K06862	energy-converting hydrogenase B subunit Q	4e-82
9409	KOfam	K06862	energy-converting hydrogenase B subunit Q	5.7e-79
11171	KOfam	K02437	glycine cleavage system H protein	3.3e-56
9916	KOfam	K05364	penicillin-binding protein A	4.4e-123
10975	KOfam	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	2.2e-119
11183	KOfam	K03701	excinuclease ABC subunit A	1.8e-117
9968	KOfam	K07200	5'-AMP-activated protein kinase, regulatory gamma subunit	1.3e-30
8775	KOfam	K18446	triphosphatase [EC:3.6.1.25]	4.7e-65
10085	KOfam	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	1.3e-47
10931	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	9.7e-159
8546	KOfam	K04047	starvation-inducible DNA-binding protein	1e-25
10662	KOfam	K06888	uncharacterized protein	8e-296
11102	KOfam	K06888	uncharacterized protein	2.5e-285
11114	KOfam	K06877	DEAD/DEAH box helicase domain-containing protein	3.5e-268
10632	KOfam	K06877	DEAD/DEAH box helicase domain-containing protein	3.6e-223
9974	KOfam	K06877	DEAD/DEAH box helicase domain-containing protein	4.6e-119
10815	KOfam	K00584	tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	1.3e-113
9692	KOfam	K10218	4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	1.1e-53
10365	KOfam	K03264	translation initiation factor 6	5.1e-54
8886	KOfam	K00989	ribonuclease PH [EC:2.7.7.56]	3.8e-112
