gene_callers_id	source	accession	function	e_value
8104	KOfam	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	8e-157
10063	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	1.3e-07
12710	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	0.0013
9914	KOfam	K07263	zinc protease [EC:3.4.24.-]	6.8e-161
11408	KOfam	K07263	zinc protease [EC:3.4.24.-]	3.7e-115
9064	KOfam	K07263	zinc protease [EC:3.4.24.-]	4.2e-83
9676	KOfam	K17064	D-2-hydroxyacid dehydrogenase (NADP+) [EC:1.1.1.272]	8.1e-87
14337	KOfam	K02469	DNA gyrase subunit A [EC:5.6.2.2]	0
14021	KOfam	K02469	DNA gyrase subunit A [EC:5.6.2.2]	0
12737	KOfam	K07539	6-oxocyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.21]	7.9e-192
11859	KOfam	K03978	GTP-binding protein	1.8e-73
15173	KOfam	K03978	GTP-binding protein	1.8e-60
12089	KOfam	K01809	mannose-6-phosphate isomerase [EC:5.3.1.8]	2.1e-61
12056	KOfam	K01809	mannose-6-phosphate isomerase [EC:5.3.1.8]	3.1e-58
12888	KOfam	K01835	phosphoglucomutase [EC:5.4.2.2]	1.9e-121
10851	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	3.7e-13
10422	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1.3e-07
15712	KOfam	K00281	glycine dehydrogenase [EC:1.4.4.2]	0
9828	KOfam	K13014	undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]	1e-58
12963	KOfam	K07713	two-component system, NtrC family, response regulator HydG	1.5e-169
10780	KOfam	K07713	two-component system, NtrC family, response regulator HydG	2.5e-169
13465	KOfam	K07713	two-component system, NtrC family, response regulator HydG	4.7e-165
14756	KOfam	K03575	A/G-specific adenine glycosylase [EC:3.2.2.31]	1e-128
13782	KOfam	K13766	methylglutaconyl-CoA hydratase [EC:4.2.1.18]	1.6e-94
9774	KOfam	K07075	uncharacterized protein	9.1e-26
11122	KOfam	K16150	glycogen synthase [EC:2.4.1.11]	1e-114
8881	KOfam	K01438	acetylornithine deacetylase [EC:3.5.1.16]	8e-86
11010	KOfam	K21703	LysR family transcriptional regulator, low CO2-responsive transcriptional regulator	8.5e-113
8328	KOfam	K02864	large subunit ribosomal protein L10	1.2e-47
10266	KOfam	K21071	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	9.5e-134
14068	KOfam	K21071	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	5.7e-115
8356	KOfam	K21071	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	1.2e-110
9403	KOfam	K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	2.6e-82
15363	KOfam	K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	5.9e-67
14186	KOfam	K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	7.5e-59
8745	KOfam	K07667	two-component system, OmpR family, KDP operon response regulator KdpE	2e-94
14328	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	1e-42
15912	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	2.8e-41
10889	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	2.1e-37
11546	KOfam	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	2.4e-143
13920	KOfam	K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	1.5e-152
9941	KOfam	K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	3.8e-146
14534	KOfam	K15539	cytoskeleton protein RodZ	3.2e-40
10783	KOfam	K15539	cytoskeleton protein RodZ	1.9e-36
9562	KOfam	K05919	superoxide reductase [EC:1.15.1.2]	1e-24
11997	KOfam	K02904	large subunit ribosomal protein L29	9.8e-17
9512	KOfam	K02904	large subunit ribosomal protein L29	1.7e-15
15310	KOfam	K13821	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	6.3e-294
10020	KOfam	K00849	galactokinase [EC:2.7.1.6]	2e-144
9013	KOfam	K17104	phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]	1.3e-90
15304	KOfam	K17104	phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]	3.3e-72
10570	KOfam	K07465	putative RecB family exonuclease	2e-57
10743	KOfam	K10119	raffinose/stachyose/melibiose transport system permease protein	1.8e-87
13352	KOfam	K10119	raffinose/stachyose/melibiose transport system permease protein	1.7e-85
9753	KOfam	K16568	exopolysaccharide production protein ExoZ	1.7e-36
15601	KOfam	K16568	exopolysaccharide production protein ExoZ	8.7e-36
10054	KOfam	K01996	branched-chain amino acid transport system ATP-binding protein	4.7e-108
10350	KOfam	K01969	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	7.5e-291
11169	KOfam	K06960	uncharacterized protein	5.4e-30
15139	KOfam	K06960	uncharacterized protein	6.8e-29
8332	KOfam	K06960	uncharacterized protein	3.7e-28
10947	KOfam	K03832	periplasmic protein TonB	1.2e-22
10646	KOfam	K20999	polysaccharide biosynthesis protein PslF	7.5e-119
14887	KOfam	K20999	polysaccharide biosynthesis protein PslF	4.9e-111
13190	KOfam	K06976	uncharacterized protein	9.1e-47
12225	KOfam	K06976	uncharacterized protein	2.7e-41
10244	KOfam	K06976	uncharacterized protein	2.1e-33
12525	KOfam	K03629	DNA replication and repair protein RecF	4.4e-104
10773	KOfam	K03629	DNA replication and repair protein RecF	3.2e-101
12404	KOfam	K00334	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	1.6e-50
11111	KOfam	K00334	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	8.6e-49
8604	KOfam	K00334	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	1.7e-47
15234	KOfam	K00334	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	3.4e-46
10435	KOfam	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	2.3e-93
15067	KOfam	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	1.6e-88
14275	KOfam	K18235	virginiamycin B lyase [EC:4.2.99.-]	3.5e-97
13624	KOfam	K08998	uncharacterized protein	1.1e-39
10555	KOfam	K08998	uncharacterized protein	2.1e-32
12521	KOfam	K08998	uncharacterized protein	1.1e-31
10314	KOfam	K08998	uncharacterized protein	3.3e-31
12476	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	2.6e-140
10104	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	3.3e-111
12203	KOfam	K02279	pilus assembly protein CpaB	8e-41
13976	KOfam	K02279	pilus assembly protein CpaB	2.8e-40
15513	KOfam	K02279	pilus assembly protein CpaB	2.3e-36
10954	KOfam	K02279	pilus assembly protein CpaB	3.6e-35
14369	KOfam	K07301	cation:H+ antiporter	1.7e-39
9520	KOfam	K02906	large subunit ribosomal protein L3	1.2e-88
11102	KOfam	K02906	large subunit ribosomal protein L3	3e-47
8565	KOfam	K02906	large subunit ribosomal protein L3	3.5e-47
10476	KOfam	K11749	regulator of sigma E protease [EC:3.4.24.-]	6.5e-88
13590	KOfam	K11749	regulator of sigma E protease [EC:3.4.24.-]	1.2e-51
8750	KOfam	K03588	cell division protein FtsW	1.6e-140
8376	KOfam	K03588	cell division protein FtsW	4.2e-118
15580	KOfam	K00917	tagatose 6-phosphate kinase [EC:2.7.1.144]	9.6e-96
12704	KOfam	K02899	large subunit ribosomal protein L27	2.2e-41
14008	KOfam	K02899	large subunit ribosomal protein L27	7.5e-32
12760	KOfam	K02899	large subunit ribosomal protein L27	1.5e-25
10446	KOfam	K07063	uncharacterized protein	1.7e-37
14943	KOfam	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	1.3e-112
9813	KOfam	K02480	two-component system, NarL family, sensor kinase [EC:2.7.13.3]	8.5e-79
14470	KOfam	K02480	two-component system, NarL family, sensor kinase [EC:2.7.13.3]	1.8e-74
13554	KOfam	K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	1.8e-53
11143	KOfam	K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	2.5e-52
13360	KOfam	K00283	glycine dehydrogenase subunit 2 [EC:1.4.4.2]	1.6e-152
8284	KOfam	K15856	GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]	1.6e-118
8426	KOfam	K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	1.1e-233
10820	KOfam	K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	4.7e-232
11000	KOfam	K07260	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	2e-50
14563	KOfam	K19710	ATP adenylyltransferase [EC:2.7.7.53]	8.1e-63
15024	KOfam	K15894	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	1.3e-108
10699	KOfam	K15894	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	3.9e-103
12170	KOfam	K10046	GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	1.3e-129
10734	KOfam	K10046	GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	7e-123
15337	KOfam	K10907	aminotransferase [EC:2.6.1.-]	1.2e-165
15209	KOfam	K10907	aminotransferase [EC:2.6.1.-]	8e-165
13527	KOfam	K10907	aminotransferase [EC:2.6.1.-]	3.4e-163
8433	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	2.5e-116
12195	KOfam	K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	1.3e-89
14775	KOfam	K00282	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	5.5e-171
13465	KOfam	K02481	two-component system, NtrC family, response regulator	1.7e-168
12963	KOfam	K02481	two-component system, NtrC family, response regulator	8.6e-167
10780	KOfam	K02481	two-component system, NtrC family, response regulator	5.4e-165
14108	KOfam	K03210	preprotein translocase subunit YajC	1.7e-40
11393	KOfam	K07076	uncharacterized protein	4.8e-14
14706	KOfam	K07076	uncharacterized protein	1.2e-12
8716	KOfam	K07076	uncharacterized protein	1.8e-12
10448	KOfam	K07076	uncharacterized protein	9.5e-12
10440	KOfam	K07076	uncharacterized protein	5.5e-11
8220	KOfam	K02668	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	6.9e-113
12447	KOfam	K07738	transcriptional repressor NrdR	2.1e-65
14641	KOfam	K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	1.3e-87
8326	KOfam	K02867	large subunit ribosomal protein L11	7.9e-76
8126	KOfam	K02867	large subunit ribosomal protein L11	6.4e-75
15324	KOfam	K07089	uncharacterized protein	2.1e-75
15389	KOfam	K03589	cell division protein FtsQ	2.1e-33
11968	KOfam	K03402	transcriptional regulator of arginine metabolism	1.7e-40
10790	KOfam	K03402	transcriptional regulator of arginine metabolism	1.3e-39
14657	KOfam	K07670	two-component system, OmpR family, response regulator MtrA	8.3e-96
13805	KOfam	K08225	MFS transporter, ENTS family, enterobactin (siderophore) exporter	5.4e-95
9145	KOfam	K08225	MFS transporter, ENTS family, enterobactin (siderophore) exporter	1.7e-89
9396	KOfam	K08225	MFS transporter, ENTS family, enterobactin (siderophore) exporter	1.5e-64
10075	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	3.8e-154
12568	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	1e-151
11416	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	5.3e-149
11189	KOfam	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	4.1e-121
12088	KOfam	K00876	uridine kinase [EC:2.7.1.48]	1.4e-74
15790	KOfam	K00876	uridine kinase [EC:2.7.1.48]	3.2e-72
14320	KOfam	K22369	epoxide hydrolase 4 [EC:3.3.-.-]	6.8e-117
12007	KOfam	K02907	large subunit ribosomal protein L30	7e-16
9502	KOfam	K02907	large subunit ribosomal protein L30	1.2e-15
13071	KOfam	K02907	large subunit ribosomal protein L30	5.1e-13
15157	KOfam	K17488	GTP cyclohydrolase IV [EC:3.5.4.39]	5.7e-91
9643	KOfam	K07466	replication factor A1	1.9e-31
11470	KOfam	K07300	Ca2+:H+ antiporter	3.5e-116
15367	KOfam	K07300	Ca2+:H+ antiporter	3.1e-104
11708	KOfam	K02278	prepilin peptidase CpaA [EC:3.4.23.43]	2.6e-29
14299	KOfam	K02278	prepilin peptidase CpaA [EC:3.4.23.43]	6e-28
8406	KOfam	K08999	uncharacterized protein	1.9e-57
12730	KOfam	K08999	uncharacterized protein	2.2e-53
12529	KOfam	K08999	uncharacterized protein	2.2e-51
8792	KOfam	K08999	uncharacterized protein	5.6e-51
15233	KOfam	K00335	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	1.2e-221
11110	KOfam	K00335	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	3.7e-221
10415	KOfam	K00335	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	1.4e-215
13738	KOfam	K00335	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	7.5e-184
9236	KOfam	K16557	succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]	3.5e-92
13242	KOfam	K14340	mannosyltransferase [EC:2.4.1.-]	3.1e-62
11751	KOfam	K14340	mannosyltransferase [EC:2.4.1.-]	6e-61
11623	KOfam	K14340	mannosyltransferase [EC:2.4.1.-]	3.5e-51
10055	KOfam	K01995	branched-chain amino acid transport system ATP-binding protein	3.4e-107
10171	KOfam	K01995	branched-chain amino acid transport system ATP-binding protein	9.2e-93
13713	KOfam	K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	3.3e-107
11409	KOfam	K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	6.8e-86
10174	KOfam	K03628	transcription termination factor Rho	1e-211
13655	KOfam	K03628	transcription termination factor Rho	7.4e-208
15692	KOfam	K08972	putative membrane protein	6.8e-23
14650	KOfam	K08972	putative membrane protein	2.4e-11
8388	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	7.9e-190
8424	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	3.9e-173
13745	KOfam	K15923	alpha-L-fucosidase 2 [EC:3.2.1.51]	0
11079	KOfam	K15923	alpha-L-fucosidase 2 [EC:3.2.1.51]	0
11090	KOfam	K15923	alpha-L-fucosidase 2 [EC:3.2.1.51]	8.8e-108
12511	KOfam	K03833	selenocysteine-specific elongation factor	8.4e-122
13505	KOfam	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	3.6e-101
14782	KOfam	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	2.4e-97
12594	KOfam	K04802	proliferating cell nuclear antigen	4.3e-47
9902	KOfam	K21472	peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]	3.8e-41
13294	KOfam	K21472	peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]	3.4e-34
13978	KOfam	K02283	pilus assembly protein CpaF [EC:7.4.2.8]	2.1e-205
12201	KOfam	K02283	pilus assembly protein CpaF [EC:7.4.2.8]	5.6e-174
12265	KOfam	K02283	pilus assembly protein CpaF [EC:7.4.2.8]	6.7e-168
11702	KOfam	K02283	pilus assembly protein CpaF [EC:7.4.2.8]	2.5e-166
14295	KOfam	K02283	pilus assembly protein CpaF [EC:7.4.2.8]	2.3e-161
15628	KOfam	K00319	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	1.8e-117
11045	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	7e-92
11157	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	1.9e-86
12671	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	1.1e-80
14139	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	1.8e-77
13366	KOfam	K01775	alanine racemase [EC:5.1.1.1]	4.8e-122
12028	KOfam	K01775	alanine racemase [EC:5.1.1.1]	3.1e-121
15343	KOfam	K01775	alanine racemase [EC:5.1.1.1]	1.7e-102
11543	KOfam	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	3.9e-198
9222	KOfam	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	1.1e-176
13820	KOfam	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	7.6e-66
14392	KOfam	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	6.5e-38
8612	KOfam	K00325	H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]	8.2e-195
13662	KOfam	K01749	hydroxymethylbilane synthase [EC:2.5.1.61]	6.6e-39
8602	KOfam	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	1.1e-87
13099	KOfam	K00872	homoserine kinase [EC:2.7.1.39]	9.9e-99
8674	KOfam	K00872	homoserine kinase [EC:2.7.1.39]	2.1e-88
12561	KOfam	K02081	DeoR family transcriptional regulator, aga operon transcriptional repressor	1.6e-92
8173	KOfam	K06218	mRNA interferase RelE/StbE	1.3e-19
11487	KOfam	K17315	glucose/mannose transport system substrate-binding protein	5.3e-136
12503	KOfam	K02056	simple sugar transport system ATP-binding protein [EC:7.5.2.-]	4e-161
14662	KOfam	K02056	simple sugar transport system ATP-binding protein [EC:7.5.2.-]	2.7e-160
11501	KOfam	K00127	formate dehydrogenase subunit gamma	8.7e-34
11503	KOfam	K00127	formate dehydrogenase subunit gamma	3.2e-33
12506	KOfam	K01239	purine nucleosidase [EC:3.2.2.1]	1e-106
9019	KOfam	K01239	purine nucleosidase [EC:3.2.2.1]	1.6e-102
8236	KOfam	K01239	purine nucleosidase [EC:3.2.2.1]	3.4e-72
14660	KOfam	K01239	purine nucleosidase [EC:3.2.2.1]	1.4e-25
10425	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1.2e-129
10944	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	3.5e-128
14830	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1.2e-127
14435	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	6e-88
14196	KOfam	K09117	uncharacterized protein	2.1e-48
12461	KOfam	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	2.9e-59
12602	KOfam	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	6e-56
9888	KOfam	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	2.5e-40
15803	KOfam	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	2.4e-39
12281	KOfam	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	9.7e-36
8327	KOfam	K02863	large subunit ribosomal protein L1	1.2e-99
