gene_callers_id	source	accession	function	e_value
32795	KOfam	K19302	undecaprenyl-diphosphatase [EC:3.6.1.27]	5.8e-32
38061	KOfam	K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	1.2e-114
36929	KOfam	K02050	NitT/TauT family transport system permease protein	3.5e-63
31597	KOfam	K02050	NitT/TauT family transport system permease protein	4.5e-60
32587	KOfam	K02050	NitT/TauT family transport system permease protein	1.4e-58
33251	KOfam	K02050	NitT/TauT family transport system permease protein	4.2e-53
34550	KOfam	K02050	NitT/TauT family transport system permease protein	4.8e-44
32417	KOfam	K02078	acyl carrier protein	1e-29
38561	KOfam	K02078	acyl carrier protein	7e-19
33376	KOfam	K02078	acyl carrier protein	4e-16
37392	KOfam	K07114	Ca-activated chloride channel homolog	2.9e-43
35331	KOfam	K07114	Ca-activated chloride channel homolog	1.2e-28
34342	KOfam	K08227	MFS transporter, LPLT family, lysophospholipid transporter	9.2e-165
33138	KOfam	K03414	chemotaxis protein CheZ	9.2e-64
36138	KOfam	K05844	ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]	3.7e-121
33677	KOfam	K00928	aspartate kinase [EC:2.7.2.4]	2.6e-151
33179	KOfam	K00928	aspartate kinase [EC:2.7.2.4]	2.5e-132
37442	KOfam	K02859	riboflavin biosynthesis RibT protein	1.8e-45
38613	KOfam	K18829	antitoxin VapB	1.5e-23
38615	KOfam	K18829	antitoxin VapB	8.8e-23
36767	KOfam	K02871	large subunit ribosomal protein L13	4.4e-72
37128	KOfam	K02871	large subunit ribosomal protein L13	3.5e-67
33086	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	8.3e-66
35973	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	7.2e-63
36701	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	4.4e-61
31428	KOfam	K02656	type IV pilus assembly protein PilF	1.8e-80
35019	KOfam	K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	6.3e-120
33665	KOfam	K13015	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	2.4e-213
35446	KOfam	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	5.1e-74
36063	KOfam	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	2.7e-59
33172	KOfam	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	1.3e-47
38330	KOfam	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	8.8e-36
36542	KOfam	K02483	two-component system, OmpR family, response regulator	1.7e-81
32909	KOfam	K02483	two-component system, OmpR family, response regulator	3.3e-80
36612	KOfam	K02483	two-component system, OmpR family, response regulator	7.2e-80
35790	KOfam	K02483	two-component system, OmpR family, response regulator	2.1e-78
34924	KOfam	K02483	two-component system, OmpR family, response regulator	4.5e-78
36572	KOfam	K02483	two-component system, OmpR family, response regulator	4.1e-75
37446	KOfam	K02483	two-component system, OmpR family, response regulator	2.1e-73
38306	KOfam	K02483	two-component system, OmpR family, response regulator	7.3e-73
34061	KOfam	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	1.9e-108
32995	KOfam	K03979	GTPase [EC:3.6.5.-]	6.5e-163
31118	KOfam	K03979	GTPase [EC:3.6.5.-]	8.4e-160
36330	KOfam	K01808	ribose 5-phosphate isomerase B [EC:5.3.1.6]	4.9e-67
33123	KOfam	K16347	entericidin A	7.7e-18
35691	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	3.4e-202
37504	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	2.4e-199
31027	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	1e-99
34404	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	2.7e-91
37905	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	2.1e-90
36871	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	2.5e-63
31934	KOfam	K00243	uncharacterized protein	1.3e-91
37437	KOfam	K00243	uncharacterized protein	1.4e-77
31827	KOfam	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	2.5e-198
37686	KOfam	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	2.2e-167
38298	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	6.1e-10
31450	KOfam	K01613	phosphatidylserine decarboxylase [EC:4.1.1.65]	1.2e-60
38222	KOfam	K01613	phosphatidylserine decarboxylase [EC:4.1.1.65]	6.3e-26
32237	KOfam	K08151	MFS transporter, DHA1 family, tetracycline resistance protein	5.7e-145
34621	KOfam	K08151	MFS transporter, DHA1 family, tetracycline resistance protein	6.5e-134
34112	KOfam	K01174	micrococcal nuclease [EC:3.1.31.1]	5e-33
35490	KOfam	K01174	micrococcal nuclease [EC:3.1.31.1]	2.1e-30
34619	KOfam	K07505	regulatory protein RepA	2.3e-90
32481	KOfam	K03763	DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	0
36713	KOfam	K07263	zinc protease [EC:3.4.24.-]	1e-110
32090	KOfam	K07263	zinc protease [EC:3.4.24.-]	2.1e-102
36712	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.7e-80
37080	KOfam	K07277	outer membrane protein insertion porin family	2e-114
32944	KOfam	K06169	tRNA-(ms[2]io[6]A)-hydroxylase [EC:1.-.-.-]	2.2e-86
34632	KOfam	K02469	DNA gyrase subunit A [EC:5.6.2.2]	0
33652	KOfam	K02469	DNA gyrase subunit A [EC:5.6.2.2]	0
32281	KOfam	K18431	CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82]	1.6e-88
36514	KOfam	K19713	thiosulfate dehydrogenase [EC:1.8.2.2]	8.5e-99
33023	KOfam	K19713	thiosulfate dehydrogenase [EC:1.8.2.2]	3.7e-27
36735	KOfam	K00242	succinate dehydrogenase / fumarate reductase, membrane anchor subunit	1.9e-26
31345	KOfam	K02455	general secretion pathway protein F	5.5e-129
32059	KOfam	K03978	GTP-binding protein	2.1e-84
37472	KOfam	K03978	GTP-binding protein	1.7e-79
32026	KOfam	K03978	GTP-binding protein	1.2e-64
31504	KOfam	K03978	GTP-binding protein	4e-63
34912	KOfam	K06182	23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]	3.4e-126
32610	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1e-22
37036	KOfam	K02496	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	2.4e-78
33342	KOfam	K00281	glycine dehydrogenase [EC:1.4.4.2]	0
33402	KOfam	K03561	biopolymer transport protein ExbB	1.5e-52
37519	KOfam	K03561	biopolymer transport protein ExbB	3.2e-48
31250	KOfam	K03561	biopolymer transport protein ExbB	4.2e-48
36954	KOfam	K03561	biopolymer transport protein ExbB	1.6e-44
31630	KOfam	K03561	biopolymer transport protein ExbB	1.6e-43
33942	KOfam	K03561	biopolymer transport protein ExbB	7.3e-42
35825	KOfam	K03561	biopolymer transport protein ExbB	4.1e-40
36062	KOfam	K07707	two-component system, LytTR family, response regulator AgrA	5.7e-83
35211	KOfam	K03575	A/G-specific adenine glycosylase [EC:3.2.2.31]	8.2e-121
37112	KOfam	K03575	A/G-specific adenine glycosylase [EC:3.2.2.31]	6.5e-66
35042	KOfam	K07075	uncharacterized protein	6.9e-26
34064	KOfam	K00054	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	2.5e-194
32873	KOfam	K02657	twitching motility two-component system response regulator PilG	6.7e-62
35249	KOfam	K03549	KUP system potassium uptake protein	1.8e-184
37376	KOfam	K03549	KUP system potassium uptake protein	4.1e-160
38091	KOfam	K02864	large subunit ribosomal protein L10	5.2e-55
33813	KOfam	K02864	large subunit ribosomal protein L10	1.8e-53
32045	KOfam	K02864	large subunit ribosomal protein L10	2e-51
35815	KOfam	K02864	large subunit ribosomal protein L10	2.4e-41
37699	KOfam	K02864	large subunit ribosomal protein L10	1.9e-40
38612	KOfam	K18828	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]	1.1e-50
38614	KOfam	K18828	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]	7.3e-49
36030	KOfam	K09919	uncharacterized protein	1.4e-176
31437	KOfam	K09919	uncharacterized protein	3.2e-175
33744	KOfam	K05845	osmoprotectant transport system substrate-binding protein	6e-92
36768	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	3.3e-117
37711	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	3.2e-94
33074	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	1.6e-68
37523	KOfam	K15511	benzoyl-CoA 2,3-epoxidase subunit A [EC:1.14.13.208]	1.4e-216
33062	KOfam	K07673	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]	5.3e-184
37593	KOfam	K07673	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]	3.4e-171
37606	KOfam	K00108	choline dehydrogenase [EC:1.1.99.1]	1.5e-219
31414	KOfam	K07101	uncharacterized protein	6.2e-45
32586	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	5.9e-50
34360	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	7.1e-47
36273	KOfam	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	3.7e-146
33299	KOfam	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	2.3e-135
38753	KOfam	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	3.8e-177
38046	KOfam	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	2.6e-175
32412	KOfam	K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	9e-154
38427	KOfam	K19303	murein DD-endopeptidase [EC:3.4.-.-]	2.2e-61
38048	KOfam	K06223	DNA adenine methylase [EC:2.1.1.72]	4.2e-74
31427	KOfam	K15539	cytoskeleton protein RodZ	2.3e-47
37419	KOfam	K15539	cytoskeleton protein RodZ	4.5e-35
37340	KOfam	K05919	superoxide reductase [EC:1.15.1.2]	8.6e-37
34628	KOfam	K05919	superoxide reductase [EC:1.15.1.2]	5.3e-23
35925	KOfam	K21677	hydroxysqualene dehydroxylase [EC:1.17.8.1]	1.9e-153
35902	KOfam	K02904	large subunit ribosomal protein L29	1.6e-22
34292	KOfam	K02904	large subunit ribosomal protein L29	6.1e-17
31048	KOfam	K13821	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	0
34075	KOfam	K18974	dihydropteroate synthase type 1 [EC:2.5.1.15]	2.9e-147
32115	KOfam	K18960	recombination endonuclease VII	4.8e-23
37466	KOfam	K02086	DNA replication protein	1.2e-74
33226	KOfam	K02086	DNA replication protein	2.8e-57
32077	KOfam	K20541	cellulose synthase operon protein B	1.7e-215
32175	KOfam	K20541	cellulose synthase operon protein B	4.4e-162
33719	KOfam	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	2.3e-109
34497	KOfam	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	6.8e-109
37274	KOfam	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	3.3e-79
35934	KOfam	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	9.4e-112
37635	KOfam	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	4e-111
33564	KOfam	K10119	raffinose/stachyose/melibiose transport system permease protein	6.9e-108
32490	KOfam	K10119	raffinose/stachyose/melibiose transport system permease protein	1.1e-85
36984	KOfam	K16568	exopolysaccharide production protein ExoZ	5e-60
31360	KOfam	K01996	branched-chain amino acid transport system ATP-binding protein	1.1e-115
32340	KOfam	K01996	branched-chain amino acid transport system ATP-binding protein	1e-112
33634	KOfam	K01996	branched-chain amino acid transport system ATP-binding protein	1.1e-94
31454	KOfam	K01996	branched-chain amino acid transport system ATP-binding protein	2.4e-92
36791	KOfam	K01996	branched-chain amino acid transport system ATP-binding protein	3.6e-92
34802	KOfam	K10125	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	2.8e-100
34473	KOfam	K10125	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	2.1e-99
32577	KOfam	K17879	peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]	1.1e-52
35401	KOfam	K17879	peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]	1.4e-51
34514	KOfam	K06948	30S ribosome assembly GTPase	1.5e-149
34862	KOfam	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0
34735	KOfam	K10680	N-ethylmaleimide reductase [EC:1.-.-.-]	2.7e-174
31177	KOfam	K10680	N-ethylmaleimide reductase [EC:1.-.-.-]	3.6e-172
35122	KOfam	K03824	putative acetyltransferase [EC:2.3.1.-]	6.4e-45
35826	KOfam	K03832	periplasmic protein TonB	3e-23
31823	KOfam	K03832	periplasmic protein TonB	2.3e-17
37518	KOfam	K03832	periplasmic protein TonB	1.8e-12
31191	KOfam	K03832	periplasmic protein TonB	4.2e-11
34566	KOfam	K07498	putative transposase	4.3e-80
38088	KOfam	K08973	protoporphyrinogen IX oxidase [EC:1.3.99.-]	2.7e-57
36879	KOfam	K08973	protoporphyrinogen IX oxidase [EC:1.3.99.-]	1.5e-54
33207	KOfam	K08973	protoporphyrinogen IX oxidase [EC:1.3.99.-]	2.3e-52
35124	KOfam	K06962	uncharacterized protein	4.4e-48
33878	KOfam	K19117	CRISPR-associated protein Csd1	5.2e-72
35133	KOfam	K03629	DNA replication and repair protein RecF	6.5e-124
32245	KOfam	K03629	DNA replication and repair protein RecF	4.2e-100
31121	KOfam	K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90]	4.2e-135
38549	KOfam	K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90]	2.8e-127
36048	KOfam	K00334	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	9.1e-71
31289	KOfam	K00334	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	2.3e-53
36860	KOfam	K06023	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	1.3e-107
36263	KOfam	K06023	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	4.9e-106
38518	KOfam	K06023	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	1.4e-101
31975	KOfam	K08998	uncharacterized protein	7.3e-32
35965	KOfam	K07473	DNA-damage-inducible protein J	1.5e-17
37981	KOfam	K07473	DNA-damage-inducible protein J	2.7e-16
32679	KOfam	K07473	DNA-damage-inducible protein J	3e-16
33335	KOfam	K07467	phage replication initiation protein	1.2e-49
38142	KOfam	K07467	phage replication initiation protein	4e-35
34398	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	3.8e-166
37961	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	4.3e-156
33401	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	1.2e-152
31251	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	4.9e-143
31070	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	4.3e-117
31465	KOfam	K05516	curved DNA-binding protein	1.1e-103
35387	KOfam	K07301	cation:H+ antiporter	4.8e-102
34409	KOfam	K07301	cation:H+ antiporter	2.8e-50
32086	KOfam	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	2.2e-142
33655	KOfam	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	1.8e-125
33743	KOfam	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	2.4e-112
32075	KOfam	K20543	cellulose synthase operon protein C	6.9e-84
34284	KOfam	K02906	large subunit ribosomal protein L3	2.5e-100
38711	KOfam	K02906	large subunit ribosomal protein L3	2.2e-94
33986	KOfam	K02906	large subunit ribosomal protein L3	3.5e-41
37079	KOfam	K11749	regulator of sigma E protease [EC:3.4.24.-]	1.4e-52
31982	KOfam	K11749	regulator of sigma E protease [EC:3.4.24.-]	1.8e-46
32770	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	3.7e-58
35970	KOfam	K08218	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	6e-161
34714	KOfam	K08218	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	4.4e-131
37818	KOfam	K02053	putative spermidine/putrescine transport system permease protein	1.6e-79
38572	KOfam	K02047	sulfate/thiosulfate transport system permease protein	7.4e-153
33080	KOfam	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	4.3e-124
34723	KOfam	K08224	MFS transporter, YNFM family, putative membrane transport protein	4.2e-80
36612	KOfam	K07665	two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	3.1e-118
38551	KOfam	K02899	large subunit ribosomal protein L27	1.8e-46
34903	KOfam	K02899	large subunit ribosomal protein L27	3.7e-43
31119	KOfam	K02899	large subunit ribosomal protein L27	4.4e-42
32006	KOfam	K07705	two-component system, LytTR family, response regulator LytT	4.9e-75
31107	KOfam	K12308	beta-galactosidase [EC:3.2.1.23]	6.2e-134
34604	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	2.4e-190
33544	KOfam	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	2.7e-114
35318	KOfam	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	3.3e-98
31388	KOfam	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	7.4e-89
36770	KOfam	K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	2.7e-103
37167	KOfam	K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	3.1e-96
37917	KOfam	K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	6.2e-83
31383	KOfam	K02494	outer membrane lipoprotein LolB	3.3e-27
38296	KOfam	K02494	outer membrane lipoprotein LolB	4.8e-26
37350	KOfam	K02494	outer membrane lipoprotein LolB	3.4e-25
34193	KOfam	K01823	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	2.9e-12
31077	KOfam	K04754	phospholipid-binding lipoprotein MlaA	4.9e-96
35715	KOfam	K04754	phospholipid-binding lipoprotein MlaA	3.3e-82
32196	KOfam	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]	4.1e-87
37499	KOfam	K03749	DedD protein	3.1e-44
36733	KOfam	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1e-109
36344	KOfam	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	2.8e-104
34314	KOfam	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	2.4e-60
32938	KOfam	K01638	malate synthase [EC:2.3.3.9]	6.6e-252
36095	KOfam	K01638	malate synthase [EC:2.3.3.9]	1.5e-95
35519	KOfam	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	3e-154
31941	KOfam	K18369	alcohol dehydrogenase [EC:1.1.1.-]	2.2e-162
36011	KOfam	K01176	alpha-amylase [EC:3.2.1.1]	2.3e-84
38243	KOfam	K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	6.2e-53
35036	KOfam	K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	5.7e-45
31670	KOfam	K13566	omega-amidase [EC:3.5.1.3]	7.8e-114
34275	KOfam	K07275	outer membrane protein	4e-68
31304	KOfam	K03774	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]	1.3e-53
31831	KOfam	K03774	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]	3.9e-51
32989	KOfam	K07260	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	2.5e-66
36834	KOfam	K07260	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	7.4e-56
35833	KOfam	K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	2.9e-05
37204	KOfam	K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	0.0006
36001	KOfam	K03760	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	3.5e-203
32616	KOfam	K03760	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	3.4e-196
34018	KOfam	K00241	succinate dehydrogenase / fumarate reductase, cytochrome b subunit	2.7e-40
38705	KOfam	K04755	ferredoxin, 2Fe-2S	9.4e-35
32786	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	2.9e-127
36304	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	6.8e-101
36858	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	9.9e-95
31661	KOfam	K06195	ApaG protein	7.8e-48
35982	KOfam	K04782	isochorismate pyruvate lyase [EC:4.2.99.21]	1.4e-33
36363	KOfam	K06181	23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]	3.6e-93
37359	KOfam	K03210	preprotein translocase subunit YajC	1.2e-37
35462	KOfam	K03210	preprotein translocase subunit YajC	1.5e-32
35198	KOfam	K03210	preprotein translocase subunit YajC	1.1e-19
33478	KOfam	K07076	uncharacterized protein	8.5e-12
36805	KOfam	K07076	uncharacterized protein	5.5e-11
35177	KOfam	K02668	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	5.2e-142
35340	KOfam	K02668	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	1.2e-137
31263	KOfam	K03576	LysR family transcriptional regulator, regulator for metE and metH	3e-123
34702	KOfam	K03576	LysR family transcriptional regulator, regulator for metE and metH	6.5e-119
31630	KOfam	K03562	biopolymer transport protein TolQ	9.6e-84
32005	KOfam	K07704	two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]	8.9e-212
38162	KOfam	K07062	toxin FitB [EC:3.1.-.-]	2e-52
34439	KOfam	K07062	toxin FitB [EC:3.1.-.-]	6.7e-49
36806	KOfam	K07062	toxin FitB [EC:3.1.-.-]	3.5e-35
33828	KOfam	K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	4.3e-80
32778	KOfam	K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1.8e-76
33537	KOfam	K07738	transcriptional repressor NrdR	4.7e-64
33780	KOfam	K07738	transcriptional repressor NrdR	1e-60
37942	KOfam	K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	1e-121
35665	KOfam	K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	7.5e-105
34368	KOfam	K09926	uncharacterized protein	5e-15
32043	KOfam	K02867	large subunit ribosomal protein L11	2.8e-77
35203	KOfam	K02867	large subunit ribosomal protein L11	1.5e-76
33816	KOfam	K02867	large subunit ribosomal protein L11	2e-73
35813	KOfam	K02867	large subunit ribosomal protein L11	6.9e-32
33744	KOfam	K05846	osmoprotectant transport system permease protein	4.4e-103
